,Mom   
19551221,  -0.22
19551222,   0.06
19551223,   0.02
19551227,  -0.33
19551228,   0.15
19551229,   0.24
19551230,   0.11
19560103,  -0.30
19560104,  -0.38
19560105,  -0.18
19560106,  -0.17
19560109,  -0.47
19560110,  -0.54
19560111,   0.09
19560112,   0.12
19560113,  -0.03
19560116,  -0.44
19560117,   0.40
19560118,  -0.08
19560119,  -0.24
19560120,  -0.30
19560123,  -0.47
19560124,   0.69
19560125,   0.23
19560126,  -0.05
19560127,  -0.30
19560130,   0.20
19560131,   0.56
19560201,  -0.13
19560202,  -0.10
19560203,   0.50
19560206,  -0.18
19560207,   0.19
19560208,  -0.10
19560209,  -0.29
19560210,  -0.05
19560213,  -0.06
19560214,   0.19
19560215,   0.42
19560216,   0.07
19560217,   0.66
19560220,  -0.13
19560221,   0.08
19560223,   0.10
19560224,   0.09
19560227,   0.16
19560228,   0.18
19560229,  -0.19
19560301,   0.27
19560302,   0.14
19560305,   0.00
19560306,  -0.27
19560307,  -0.15
19560308,  -0.15
19560309,   0.39
19560312,   0.35
19560313,  -0.06
19560314,   0.47
19560315,   0.55
19560316,   0.40
19560319,   0.55
19560320,   0.38
19560321,  -0.40
19560322,   0.23
19560323,   0.30
19560326,  -0.02
19560327,  -0.02
19560328,   0.23
19560329,   0.26
19560402,   0.96
19560403,   0.28
19560404,   0.34
19560405,  -0.25
19560406,   0.19
19560409,  -0.21
19560410,  -0.53
19560411,   0.38
19560412,  -0.06
19560413,   0.05
19560416,   0.17
19560417,   0.29
19560418,  -0.10
19560419,   0.02
19560420,   0.01
19560423,   0.25
19560424,  -0.15
19560425,  -0.06
19560426,   0.11
19560427,   0.69
19560430,   0.52
19560501,   0.31
19560502,  -0.03
19560503,   0.38
19560504,   0.64
19560507,  -0.13
19560508,   0.04
19560509,  -0.30
19560510,  -0.91
19560511,   0.12
19560514,  -0.52
19560515,  -0.42
19560516,  -0.15
19560517,   0.43
19560518,  -0.35
19560521,  -0.51
19560522,  -0.69
19560523,  -0.24
19560524,  -0.45
19560525,   0.15
19560528,  -0.78
19560529,   1.29
19560531,  -0.13
19560601,   0.28
19560604,   0.00
19560605,   0.11
19560606,  -0.09
19560607,   0.29
19560608,  -1.01
19560611,   0.50
19560612,   0.82
19560613,   0.34
19560614,   0.10
19560615,   0.19
19560618,  -0.37
19560619,   0.32
19560620,   0.30
19560621,   0.33
19560622,   0.02
19560625,  -0.11
19560626,   0.32
19560627,   0.54
19560628,   0.01
19560629,  -0.04
19560702,  -0.09
19560703,   0.28
19560705,   0.13
19560706,  -0.36
19560709,  -0.09
19560710,   0.03
19560711,   0.00
19560712,   0.22
19560713,   0.03
19560716,   0.81
19560717,   0.63
19560718,   0.15
19560719,   0.05
19560720,   0.06
19560723,  -0.06
19560724,   0.15
19560725,  -0.08
19560726,   0.12
19560727,  -0.36
19560730,  -0.09
19560731,   0.43
19560801,   0.15
19560802,   0.48
19560803,  -0.38
19560806,  -0.79
19560807,   0.41
19560808,   0.51
19560809,  -0.10
19560810,  -0.47
19560813,  -0.50
19560814,   0.08
19560815,   0.15
19560816,   0.11
19560817,   0.02
19560820,  -0.33
19560821,  -0.39
19560822,  -0.28
19560823,   0.49
19560824,   0.11
19560827,  -0.11
19560828,   0.17
19560829,  -0.38
19560830,  -0.42
19560831,   0.53
19560904,   0.14
19560905,   0.15
19560906,   0.24
19560907,  -0.01
19560910,  -0.09
19560911,   0.01
19560912,  -0.34
19560913,  -0.12
19560914,  -0.13
19560917,   0.06
19560918,   0.05
19560919,  -0.19
19560920,  -0.27
19560921,   0.03
19560924,   0.00
19560925,  -0.43
19560926,  -0.09
19560927,   0.21
19560928,   0.01
19561001,  -0.92
19561002,   1.24
19561003,   0.61
19561004,   0.21
19561005,  -0.28
19561008,   0.01
19561009,  -0.10
19561010,   0.75
19561011,   0.30
19561012,   0.33
19561015,   0.11
19561016,  -0.08
19561017,  -0.10
19561018,   0.03
19561019,   0.28
19561022,  -0.28
19561023,   0.09
19561024,   0.09
19561025,   0.09
19561026,   0.54
19561029,  -0.12
19561030,   0.18
19561031,  -0.57
19561101,   1.27
19561102,   0.13
19561105,   0.17
19561107,   0.03
19561108,  -0.08
19561109,  -0.14
19561112,   0.65
19561113,   0.69
19561114,   0.08
19561115,   0.32
19561116,   0.21
19561119,   0.14
19561120,   0.15
19561121,   0.13
19561123,   0.38
19561126,   0.50
19561127,  -0.13
19561128,   0.03
19561129,  -0.17
19561130,   0.18
19561203,   0.76
19561204,   0.17
19561205,   0.37
19561206,  -0.19
19561207,  -0.28
19561210,   0.42
19561211,   0.45
19561212,   0.67
19561213,  -0.07
19561214,  -0.01
19561217,   0.13
19561218,  -0.05
19561219,   0.56
19561220,  -0.02
19561221,  -0.14
19561226,  -0.09
19561227,   0.07
19561228,   0.50
19561231,   0.40
19570102,  -1.34
19570103,  -0.08
19570104,  -0.52
19570107,  -0.31
19570108,  -0.25
19570109,  -0.47
19570110,   0.09
19570111,   0.07
19570114,  -0.45
19570115,  -0.19
19570116,  -0.16
19570117,   0.00
19570118,  -0.48
19570121,  -0.16
19570122,   0.39
19570123,   0.23
19570124,   0.24
19570125,  -0.40
19570128,  -0.22
19570129,   0.08
19570130,   0.23
19570131,   0.20
19570201,  -0.38
19570204,  -0.20
19570205,  -0.46
19570206,   0.11
19570207,  -0.26
19570208,  -0.19
19570211,  -0.93
19570212,  -0.17
19570213,   1.19
19570214,  -0.07
19570215,   0.43
19570218,   0.12
19570219,   0.64
19570220,   0.37
19570221,   0.18
19570225,   0.46
19570226,   0.01
19570227,  -0.18
19570228,  -0.18
19570301,  -0.40
19570304,   0.04
19570305,   0.09
19570306,  -0.47
19570307,  -0.36
19570308,  -0.13
19570311,  -0.40
19570312,  -0.27
19570313,   0.34
19570314,  -0.05
19570315,  -0.04
19570318,   0.42
19570319,   0.12
19570320,   0.11
19570321,  -0.34
19570322,   0.24
19570325,   0.02
19570326,   0.33
19570327,   0.00
19570328,   0.74
19570329,   0.07
19570401,  -0.04
19570402,  -0.01
19570403,   0.07
19570404,   0.25
19570405,   0.06
19570408,   0.26
19570409,  -0.03
19570410,  -0.36
19570411,   0.28
19570412,   0.20
19570415,   0.31
19570416,   0.39
19570417,   0.19
19570418,  -0.26
19570422,  -0.27
19570423,  -0.11
19570424,  -0.08
19570425,  -0.03
19570426,   0.26
19570429,   0.21
19570430,   0.28
19570501,   0.23
19570502,  -0.02
19570503,  -0.12
19570506,   0.21
19570507,   0.05
19570508,   0.01
19570509,   0.19
19570510,   0.07
19570513,   0.16
19570514,   0.19
19570515,  -0.13
19570516,  -0.01
19570517,  -0.21
19570520,   0.04
19570521,   0.01
19570522,  -0.08
19570523,   0.26
19570524,   0.06
19570527,  -0.24
19570528,   0.04
19570529,   0.03
19570531,   0.18
19570603,  -0.04
19570604,   0.49
19570605,   0.09
19570606,   0.24
19570607,   0.00
19570610,  -0.12
19570611,   0.10
19570612,  -0.34
19570613,  -0.18
19570614,  -0.16
19570617,   0.09
19570618,   0.02
19570619,  -0.15
19570620,   0.16
19570621,  -0.06
19570624,  -0.18
19570625,   0.03
19570626,   0.11
19570627,   0.32
19570628,   0.18
19570701,  -0.02
19570702,   0.28
19570703,   0.17
19570705,  -0.11
19570708,   0.01
19570709,  -0.20
19570710,   0.00
19570711,  -0.68
19570712,  -0.03
19570715,  -0.05
19570716,  -0.06
19570717,  -0.04
19570718,   0.17
19570719,   0.09
19570722,   0.12
19570723,  -0.11
19570724,  -0.13
19570725,  -0.06
19570726,   0.07
19570729,  -0.24
19570730,   0.03
19570731,   0.26
19570801,   0.00
19570802,   0.00
19570805,   0.03
19570806,  -0.62
19570807,   0.48
19570808,   0.22
19570809,  -0.03
19570812,  -0.02
19570813,   0.01
19570814,  -0.40
19570815,   0.05
19570816,   0.07
19570819,  -0.28
19570820,   0.33
19570821,   0.22
19570822,  -0.11
19570823,  -0.55
19570826,  -0.49
19570827,   0.40
19570828,   0.25
19570829,   0.26
19570830,   0.14
19570903,   0.43
19570904,  -0.11
19570905,   0.37
19570906,  -0.12
19570909,   0.02
19570910,   0.15
19570911,   0.45
19570912,   0.29
19570913,  -0.43
19570916,   0.20
19570917,   0.22
19570918,   0.17
19570919,   0.10
19570920,   0.04
19570923,  -0.02
19570924,   0.11
19570925,   0.42
19570926,  -0.26
19570927,  -0.32
19570930,   0.31
19571001,   0.37
19571002,   0.28
19571003,   0.18
19571004,  -0.10
19571007,  -0.20
19571008,   0.50
19571009,   0.02
19571010,   0.35
19571011,  -0.21
19571014,   0.07
19571015,  -0.27
19571016,   0.06
19571017,   0.35
19571018,   0.58
19571021,   1.13
19571022,  -0.13
19571023,  -1.35
19571024,  -0.13
19571025,   0.70
19571028,   0.47
19571029,  -0.05
19571030,  -0.63
19571031,   0.15
19571101,  -0.11
19571104,   0.00
19571106,   0.04
19571107,  -0.78
19571108,   1.00
19571111,  -0.03
19571112,   0.65
19571113,   0.44
19571114,   0.65
19571115,  -0.99
19571118,   0.75
19571119,   0.88
19571120,  -0.13
19571121,  -0.47
19571122,  -0.52
19571125,  -0.27
19571126,   1.62
19571127,  -1.29
19571129,  -0.60
19571202,   1.06
19571203,   0.33
19571204,  -0.02
19571205,  -0.02
19571206,   0.59
19571209,   1.17
19571210,   0.60
19571211,   0.81
19571212,  -0.33
19571213,  -0.15
19571216,   0.77
19571217,   1.08
19571218,   0.59
19571219,  -0.46
19571220,   0.75
19571223,   0.82
19571224,  -0.13
19571226,  -0.73
19571227,   0.70
19571230,   1.18
19571231,  -0.33
19580102,  -2.85
19580103,  -2.45
19580106,   0.12
19580107,  -0.65
19580108,  -0.28
19580109,   0.42
19580110,   1.02
19580113,  -0.33
19580114,  -0.33
19580115,  -0.45
19580116,  -0.52
19580117,  -0.33
19580120,  -0.28
19580121,   0.20
19580122,   0.40
19580123,   0.02
19580124,  -0.65
19580127,   0.01
19580128,   0.46
19580129,  -0.61
19580130,   0.07
19580131,  -0.15
19580203,  -0.33
19580204,  -0.58
19580205,   0.27
19580206,   0.37
19580207,   0.77
19580210,   0.43
19580211,   0.44
19580212,   0.50
19580213,  -0.06
19580214,  -0.07
19580217,   0.65
19580218,  -0.03
19580219,  -0.05
19580220,   0.42
19580221,   0.25
19580224,   0.35
19580225,   0.36
19580226,  -0.59
19580227,   0.42
19580228,   0.06
19580303,  -0.17
19580304,  -0.30
19580305,  -0.73
19580306,  -1.10
19580307,  -0.12
19580310,  -0.09
19580311,  -0.88
19580312,  -0.11
19580313,  -0.60
19580314,   0.29
19580317,   0.99
19580318,   0.69
19580319,   0.29
19580320,  -0.14
19580321,  -0.77
19580324,  -0.48
19580325,   0.21
19580326,   0.35
19580327,   0.49
19580328,   0.07
19580331,   0.69
19580401,   0.90
19580402,   0.75
19580403,  -0.07
19580407,   0.31
19580408,  -0.54
19580409,   0.08
19580410,   0.12
19580411,   0.14
19580414,  -0.36
19580415,  -0.72
19580416,   0.72
19580417,  -0.27
19580418,  -0.70
19580421,  -0.53
19580422,   0.89
19580423,   0.11
19580424,  -0.56
19580425,   0.17
19580428,   0.57
19580429,   0.40
19580430,  -0.18
19580501,  -0.18
19580502,   0.00
19580505,  -0.03
19580506,  -0.42
19580507,   0.16
19580508,  -0.20
19580509,   0.09
19580512,   0.37
19580513,   0.01
19580514,   0.64
19580515,   0.00
19580516,   0.15
19580519,   0.45
19580520,  -0.59
19580521,  -0.11
19580522,  -0.54
19580523,  -0.47
19580526,  -0.22
19580527,   0.09
19580528,  -0.12
19580529,  -0.48
19580602,  -0.24
19580603,  -0.33
19580604,  -0.24
19580605,   0.07
19580606,  -0.34
19580609,   0.00
19580610,   0.19
19580611,  -0.28
19580612,  -0.30
19580613,  -0.52
19580616,  -0.40
19580617,   0.06
19580618,   0.41
19580619,   0.79
19580620,  -0.23
19580623,   0.39
19580624,   0.55
19580625,  -0.27
19580626,   0.02
19580627,  -0.12
19580630,  -0.36
19580701,   0.39
19580702,   0.22
19580703,  -0.07
19580707,   0.01
19580708,   0.44
19580709,   0.48
19580710,  -0.09
19580711,  -0.41
19580714,   0.82
19580715,  -0.25
19580716,  -0.40
19580717,  -1.16
19580718,  -0.75
19580721,  -1.39
19580722,  -0.23
19580723,   0.44
19580724,  -0.65
19580725,  -0.41
19580728,  -0.61
19580729,   0.46
19580730,  -0.61
19580731,  -0.06
19580801,  -0.20
19580804,  -0.91
19580805,  -0.03
19580806,   0.15
19580807,  -0.64
19580808,  -0.28
19580811,  -0.07
19580812,   0.80
19580813,  -0.01
19580814,  -0.14
19580815,   0.57
19580818,   0.25
19580819,   0.10
19580820,  -0.03
19580821,  -0.37
19580822,   0.26
19580825,   0.19
19580826,   0.02
19580827,  -0.27
19580828,   0.34
19580829,   0.12
19580902,  -0.19
19580903,   0.29
19580904,  -0.05
19580905,   0.33
19580908,   0.32
19580909,  -0.36
19580910,   0.05
19580911,  -0.52
19580912,   0.31
19580915,  -0.64
19580916,  -0.70
19580917,  -0.35
19580918,   0.53
19580919,  -0.26
19580922,   0.23
19580923,  -0.18
19580924,  -0.02
19580925,  -0.03
19580926,   0.11
19580929,   0.08
19580930,  -0.20
19581001,  -0.55
19581002,  -0.34
19581003,  -0.02
19581006,  -0.17
19581007,  -0.17
19581008,   0.02
19581009,   0.13
19581010,   0.12
19581013,   0.05
19581014,  -0.26
19581015,   0.35
19581016,   0.29
19581017,   0.43
19581020,   0.28
19581021,  -0.17
19581022,   0.41
19581023,   0.60
19581024,   0.29
19581027,  -0.25
19581028,   0.63
19581029,   0.26
19581030,  -0.37
19581031,   0.19
19581103,   0.12
19581105,   0.35
19581106,  -0.01
19581107,  -0.03
19581110,   0.31
19581111,   0.02
19581112,  -0.24
19581113,   0.28
19581114,   0.05
19581117,   0.18
19581118,  -0.38
19581119,   0.35
19581120,  -0.43
19581121,   0.02
19581124,  -0.67
19581125,  -0.10
19581126,   0.42
19581128,   0.46
19581201,  -0.08
19581202,  -0.12
19581203,  -0.21
19581204,   0.17
19581205,   0.38
19581208,   0.31
19581209,   0.23
19581210,   0.04
19581211,  -0.05
19581212,  -0.07
19581215,  -0.05
19581216,   0.16
19581217,  -0.49
19581218,  -0.16
19581219,  -0.60
19581222,  -0.38
19581223,  -0.14
19581224,   0.49
19581229,   0.34
19581230,  -0.25
19581231,  -0.46
19590102,   0.14
19590105,  -0.25
19590106,  -0.29
19590107,  -0.43
19590108,   0.02
19590109,   0.26
19590112,  -0.05
19590113,  -0.04
19590114,   0.24
19590115,  -0.08
19590116,   0.14
19590119,   0.11
19590120,   0.00
19590121,  -0.47
19590122,  -0.24
19590123,  -0.01
19590126,   0.22
19590127,  -0.04
19590128,  -0.40
19590129,   0.10
19590130,   0.22
19590202,  -0.21
19590203,   0.11
19590204,  -0.14
19590205,   0.08
19590206,  -0.24
19590209,   0.12
19590210,   0.71
19590211,   0.08
19590212,   0.32
19590213,   0.22
19590216,   0.40
19590217,   0.17
19590218,   0.31
19590219,   0.00
19590220,   0.51
19590224,   0.10
19590225,   0.01
19590226,   0.27
19590227,  -0.04
19590302,  -0.32
19590303,  -0.25
19590304,  -0.04
19590305,   0.22
19590306,  -0.11
19590309,   0.05
19590310,   0.28
19590311,   0.15
19590312,  -0.07
19590313,   0.07
19590316,   0.13
19590317,   0.39
19590318,   0.20
19590319,  -0.06
19590320,  -0.48
19590323,  -0.37
19590324,   0.07
19590325,  -0.01
19590326,   0.23
19590330,  -0.22
19590331,  -0.18
19590401,   0.44
19590402,   0.94
19590403,   0.25
19590406,  -0.05
19590407,   0.16
19590408,  -0.12
19590409,   0.20
19590410,  -0.04
19590413,   0.32
19590414,   0.49
19590415,   0.29
19590416,  -0.32
19590417,  -0.21
19590420,  -0.08
19590421,   0.23
19590422,  -0.10
19590423,   0.27
19590424,   0.57
19590427,   0.38
19590428,   0.18
19590429,   0.01
19590430,   0.19
19590501,   0.25
19590504,  -0.08
19590505,   0.12
19590506,   0.59
19590507,  -0.62
19590508,   0.33
19590511,  -0.21
19590512,  -0.03
19590513,   0.20
19590514,  -0.15
19590515,  -0.39
19590518,  -0.51
19590519,  -0.20
19590520,  -0.23
19590521,   0.18
19590522,   0.30
19590525,  -0.12
19590526,   0.25
19590527,   0.57
19590528,   0.44
19590529,   0.59
19590601,  -0.10
19590602,  -0.12
19590603,   0.23
19590604,  -0.34
19590605,  -0.25
19590608,  -0.82
19590609,  -0.01
19590610,   1.29
19590611,   0.13
19590612,   0.26
19590615,   0.08
19590616,   0.14
19590617,   0.39
19590618,   0.38
19590619,  -0.13
19590622,   0.25
19590623,   0.53
19590624,   0.84
19590625,  -0.32
19590626,  -0.31
19590629,   0.21
19590630,   0.29
19590701,   0.73
19590702,   0.37
19590706,   0.47
19590707,   0.05
19590708,  -0.30
19590709,  -0.06
19590710,   0.05
19590713,  -0.52
19590714,   0.94
19590715,   0.29
19590716,  -0.31
19590717,  -0.28
19590720,   0.06
19590721,   0.29
19590722,   0.45
19590723,   0.10
19590724,   0.11
19590727,  -0.22
19590728,  -1.12
19590729,  -1.35
19590730,  -0.43
19590731,  -0.06
19590803,  -0.20
19590804,  -0.27
19590805,  -0.27
19590806,  -0.43
19590807,  -0.49
19590810,  -1.21
19590811,   0.98
19590812,  -0.17
19590813,  -0.22
19590814,   0.18
19590817,  -0.16
19590818,  -0.40
19590819,  -0.11
19590820,   0.71
19590821,   0.26
19590824,  -0.33
19590825,   0.26
19590826,   0.31
19590827,   0.22
19590828,   0.29
19590831,   0.10
19590901,  -0.34
19590902,  -0.01
19590903,  -0.22
19590904,  -0.34
19590908,  -0.90
19590909,  -0.39
19590910,   0.13
19590911,   0.90
19590914,  -0.30
19590915,   0.12
19590916,   0.41
19590917,   0.09
19590918,  -0.13
19590921,  -0.71
19590922,   0.06
19590923,   0.63
19590924,   0.67
19590925,   0.80
19590928,   0.66
19590929,  -0.30
19590930,  -0.26
19591001,   0.33
19591002,   0.28
19591005,   0.40
19591006,   0.52
19591007,   0.54
19591008,   0.45
19591009,  -0.28
19591012,  -0.27
19591013,  -0.42
19591014,   0.06
19591015,   0.30
19591016,   0.45
19591019,   0.27
19591020,   0.10
19591021,  -0.04
19591022,  -0.03
19591023,   0.07
19591026,   0.03
19591027,  -1.15
19591028,   0.32
19591029,   0.87
19591030,   0.03
19591102,   0.24
19591104,   0.63
19591105,   0.00
19591106,  -0.19
19591109,  -0.18
19591110,   0.18
19591111,   0.51
19591112,   0.55
19591113,   0.37
19591116,   0.10
19591117,   0.15
19591118,   0.14
19591119,  -0.12
19591120,   0.27
19591123,   0.14
19591124,   0.42
19591125,  -0.39
19591127,  -0.17
19591130,  -0.28
19591201,  -0.25
19591202,  -0.33
19591203,  -0.34
19591204,  -0.01
19591207,  -0.36
19591208,   0.02
19591209,   0.32
19591210,   0.36
19591211,   0.41
19591214,   0.66
19591215,   0.34
19591216,   0.15
19591217,   0.17
19591218,  -0.02
19591221,   0.40
19591222,   0.20
19591223,  -0.31
19591224,  -0.13
19591228,  -0.58
19591229,  -0.25
19591230,  -0.91
19591231,   0.19
