,Mom   
20070702,   0.56
20070703,   0.23
20070705,   0.37
20070706,   0.03
20070709,   0.17
20070710,   0.11
20070711,   0.30
20070712,   0.48
20070713,   0.13
20070716,   0.07
20070717,   0.28
20070718,   0.05
20070719,   0.53
20070720,  -0.11
20070723,   0.59
20070724,  -0.40
20070725,  -0.58
20070726,  -0.24
20070727,  -0.45
20070730,   0.60
20070731,   0.21
20070801,  -0.06
20070802,   0.72
20070803,   0.02
20070806,  -1.23
20070807,   0.01
20070808,  -1.21
20070809,  -1.06
20070810,   1.16
20070813,   1.55
20070814,  -0.36
20070815,  -1.09
20070816,  -2.27
20070817,  -0.08
20070820,   1.04
20070821,   0.40
20070822,   1.06
20070823,   0.33
20070824,   0.62
20070827,   0.44
20070828,  -0.41
20070829,   0.67
20070830,   0.48
20070831,   0.18
20070904,   0.18
20070905,   0.34
20070906,   0.22
20070907,  -0.48
20070910,   0.52
20070911,   0.48
20070912,   0.28
20070913,  -0.12
20070914,  -0.09
20070917,   0.22
20070918,   0.03
20070919,   0.09
20070920,   0.87
20070921,   0.42
20070924,   0.72
20070925,   0.95
20070926,   0.11
20070927,   0.11
20070928,  -0.13
20071001,   0.04
20071002,  -0.69
20071003,  -0.95
20071004,   0.43
20071005,  -0.13
20071008,   0.66
20071009,   0.71
20071010,   0.59
20071011,  -0.67
20071012,   0.89
20071015,   0.76
20071016,   1.03
20071017,   0.60
20071018,   0.95
20071019,  -0.38
20071022,  -0.64
20071023,   1.32
20071024,   0.32
20071025,   0.37
20071026,  -0.17
20071029,   0.40
20071030,  -0.66
20071031,   0.65
20071101,   0.57
20071102,   1.10
20071105,   0.27
20071106,   0.65
20071107,   0.39
20071108,  -0.81
20071109,  -1.49
20071112,  -2.07
20071113,  -0.92
20071114,   0.71
20071115,   0.55
20071116,   1.11
20071119,   0.95
20071120,   1.62
20071121,  -0.22
20071123,  -0.84
20071126,   1.04
20071127,  -0.04
20071128,  -0.71
20071129,   0.64
20071130,  -1.45
20071203,   0.72
20071204,   0.84
20071205,   0.40
20071206,  -0.91
20071207,  -0.04
20071210,  -0.95
20071211,   1.66
20071212,   1.58
20071213,   0.77
20071214,   0.71
20071217,  -0.76
20071218,   0.01
20071219,   0.86
20071220,   0.80
20071221,  -0.35
20071224,  -0.28
20071226,   0.80
20071227,   0.45
20071228,   0.89
20071231,  -0.80
20080102,   0.89
20080103,   1.63
20080104,   0.60
20080107,  -0.50
20080108,   1.00
20080109,   0.26
20080110,  -1.38
20080111,  -0.89
20080114,   0.32
20080115,   0.37
20080116,  -2.96
20080117,   0.34
20080118,   0.68
20080122,  -2.90
20080123,  -4.28
20080124,   0.19
20080125,   0.64
20080128,  -1.66
20080129,  -1.39
20080130,   0.18
20080131,  -1.70
20080201,  -1.15
20080204,   1.83
20080205,   0.60
20080206,   0.21
20080207,  -0.59
20080208,   1.75
20080211,   0.97
20080212,  -0.05
20080213,   0.46
20080214,   0.67
20080215,  -0.20
20080219,   0.94
20080220,  -0.80
20080221,   0.58
20080222,  -0.53
20080225,   0.11
20080226,  -0.44
20080227,  -0.14
20080228,   2.43
20080229,   1.07
20080303,   1.00
20080304,   0.18
20080305,   1.06
20080306,   1.93
20080307,  -0.48
20080310,   0.78
20080311,  -1.15
20080312,   0.87
20080313,   0.46
20080314,   1.28
20080317,   1.06
20080318,  -2.55
20080319,  -0.94
20080320,  -3.53
20080324,  -1.34
20080325,   0.65
20080326,   2.37
20080327,   0.87
20080328,   1.73
20080331,  -0.90
20080401,  -3.08
20080402,   0.15
20080403,  -0.14
20080404,   1.08
20080407,  -0.49
20080408,   1.42
20080409,   1.78
20080410,   0.23
20080411,   0.13
20080414,   1.49
20080415,   0.24
20080416,   0.33
20080417,  -0.92
20080418,  -0.96
20080421,   0.91
20080422,   1.05
20080423,   0.39
20080424,  -2.71
20080425,  -0.89
20080428,  -0.27
20080429,  -0.85
20080430,   0.84
20080501,  -2.11
20080502,   0.08
20080505,   1.07
20080506,  -0.07
20080507,   1.15
20080508,   1.20
20080509,   0.39
20080512,  -0.51
20080513,   0.74
20080514,  -0.93
20080515,  -0.46
20080516,   0.92
20080519,   0.24
20080520,   1.22
20080521,   1.05
20080522,  -0.59
20080523,   0.84
20080527,  -0.23
20080528,   0.70
20080529,  -1.07
20080530,   0.39
20080602,   0.67
20080603,  -0.10
20080604,  -0.04
20080605,   0.44
20080606,   1.82
20080609,   2.03
20080610,  -0.48
20080611,   1.96
20080612,  -0.66
20080613,  -0.32
20080616,  -0.20
20080617,   1.75
20080618,   1.26
20080619,  -0.46
20080620,   1.48
20080623,   3.24
20080624,  -1.22
20080625,  -0.83
20080626,   1.81
20080627,   0.91
20080630,   1.83
20080701,   0.50
20080702,   0.13
20080703,   0.30
20080707,   1.09
20080708,  -2.97
20080709,   2.40
20080710,   3.18
20080711,   1.73
20080714,   2.66
20080715,   0.22
20080716,  -5.89
20080717,  -5.71
20080718,  -0.58
20080721,   0.73
20080722,  -4.34
20080723,  -3.80
20080724,   3.99
20080725,   1.29
20080728,   2.49
20080729,  -3.92
20080730,   1.23
20080731,  -0.89
20080801,  -1.14
20080804,  -1.32
20080805,  -3.29
20080806,   0.79
20080807,   2.12
20080808,  -2.86
20080811,  -1.81
20080812,   2.04
20080813,   2.98
20080814,  -1.98
20080815,  -1.82
20080818,   1.73
20080819,   2.76
20080820,   0.76
20080821,   0.73
20080822,  -1.81
20080825,   0.95
20080826,   0.23
20080827,  -0.42
20080828,  -2.02
20080829,  -0.48
20080902,  -2.24
20080903,  -1.65
20080904,   1.28
20080905,  -0.85
20080908,  -2.05
20080909,   1.12
20080910,   2.16
20080911,   0.74
20080912,   1.03
20080915,   2.95
20080916,  -0.05
20080917,   1.86
20080918,  -4.51
20080919,  -3.76
20080922,   2.54
20080923,   0.33
20080924,   1.04
20080925,  -0.45
20080926,  -0.40
20080929,   3.41
20080930,  -2.40
20081001,  -1.74
20081002,   1.09
20081003,   1.88
20081006,   1.01
20081007,   3.13
20081008,   1.36
20081009,   1.99
20081010,  -0.40
20081013,  -1.29
20081014,  -2.01
20081015,   1.87
20081016,   1.60
20081017,  -0.64
20081020,   0.67
20081021,   0.44
20081022,   1.18
20081023,   1.70
20081024,   1.02
20081027,   0.34
20081028,  -1.54
20081029,  -0.97
20081030,  -0.80
20081031,  -0.36
20081103,  -0.41
20081104,  -2.46
20081105,   2.13
20081106,   3.11
20081107,  -0.13
20081110,   1.83
20081111,   2.71
20081112,   3.41
20081113,  -1.74
20081114,   0.66
20081117,   2.72
20081118,   1.38
20081119,   3.95
20081120,   4.45
20081121,  -0.37
20081124,  -7.03
20081125,  -2.18
20081126,  -5.02
20081128,  -2.49
20081201,   4.22
20081202,  -1.63
20081203,  -0.42
20081204,   0.71
20081205,  -1.83
20081208,  -4.43
20081209,  -0.62
20081210,  -1.12
20081211,   1.27
20081212,  -0.23
20081215,   1.23
20081216,  -3.02
20081217,  -1.42
20081218,   1.42
20081219,  -1.27
20081222,   3.43
20081223,   1.25
20081224,  -0.29
20081226,  -0.81
20081229,   1.32
20081230,  -1.48
20081231,  -1.81
20090102,  -4.28
20090105,  -2.83
20090106,  -5.03
20090107,   1.82
20090108,  -1.49
20090109,   0.75
20090112,   3.87
20090113,   0.83
20090114,   2.90
20090115,   1.85
20090116,   0.24
20090120,   4.65
20090121,  -4.31
20090122,   2.44
20090123,  -2.45
20090126,   0.15
20090127,  -1.32
20090128,  -4.13
20090129,   3.12
20090130,   1.84
20090202,   0.98
20090203,   0.89
20090204,  -0.79
20090205,  -1.73
20090206,  -3.10
20090209,  -1.47
20090210,   3.80
20090211,  -0.84
20090212,   0.25
20090213,  -0.19
20090217,   4.21
20090218,   1.02
20090219,   2.14
20090220,   1.49
20090223,   1.85
20090224,  -4.25
20090225,   0.42
20090226,  -1.50
20090227,   2.35
20090302,   5.14
20090303,   0.49
20090304,  -1.48
20090305,   3.21
20090306,   0.68
20090309,  -1.77
20090310,  -6.75
20090311,  -1.02
20090312,  -3.64
20090313,  -0.15
20090316,  -1.55
20090317,  -1.43
20090318,  -5.19
20090319,   0.26
20090320,   2.77
20090323,  -7.51
20090324,   0.18
20090325,  -0.47
20090326,  -2.29
20090327,   0.87
20090330,   6.67
20090331,  -1.66
20090401,  -2.58
20090402,  -4.17
20090403,  -3.11
20090406,   0.11
20090407,   1.80
20090408,  -0.99
20090409,  -8.22
20090413,  -4.05
20090414,   1.48
20090415,  -1.97
20090416,  -1.61
20090417,  -1.99
20090420,   7.12
20090421,  -3.89
20090422,  -1.61
20090423,  -1.03
20090424,  -3.38
20090427,   2.17
20090428,   1.28
20090429,  -2.67
20090430,  -2.66
20090501,  -1.86
20090504,  -5.34
20090505,  -1.28
20090506,  -3.97
20090507,   1.00
20090508,  -4.98
20090511,   2.20
20090512,   1.86
20090513,   5.09
20090514,  -1.64
20090515,   1.63
20090518,  -3.49
20090519,  -1.25
20090520,  -0.79
20090521,   1.61
20090522,   0.45
20090526,  -0.28
20090527,  -0.33
20090528,  -1.20
20090529,  -0.55
20090601,  -1.89
20090602,   0.78
20090603,   2.68
20090604,  -2.63
20090605,  -0.12
20090608,   0.66
20090609,  -0.95
20090610,  -1.17
20090611,  -1.39
20090612,   0.51
20090615,   1.50
20090616,   1.23
20090617,   2.71
20090618,   0.66
20090619,  -0.20
20090622,   3.58
20090623,  -0.82
20090624,  -0.68
20090625,  -0.39
20090626,   0.14
20090629,  -0.15
20090630,  -0.01
20090701,   0.22
20090702,   1.03
20090706,   1.92
20090707,   1.06
20090708,   1.15
20090709,  -1.08
20090710,   0.32
20090713,  -0.43
20090714,  -0.76
20090715,  -1.55
20090716,  -0.83
20090717,   0.56
20090720,  -1.44
20090721,   0.52
20090722,  -0.29
20090723,  -1.66
20090724,  -1.09
20090727,  -1.24
20090728,   0.46
20090729,   1.25
20090730,  -2.28
20090731,  -1.20
20090803,  -2.06
20090804,  -1.37
20090805,  -1.52
20090806,  -0.54
20090807,  -1.15
20090810,  -0.73
20090811,   1.60
20090812,  -0.70
20090813,  -1.56
20090814,   0.29
20090817,   1.97
20090818,  -1.02
20090819,   0.19
20090820,  -0.79
20090821,  -0.97
20090824,  -0.34
20090825,   0.13
20090826,   0.07
20090827,  -0.84
20090828,  -0.62
20090831,   0.78
20090901,   1.68
20090902,   0.36
20090903,  -0.87
20090904,  -0.65
20090908,  -0.56
20090909,  -0.45
20090910,  -0.91
20090911,  -0.79
20090914,  -0.96
20090915,  -1.09
20090916,  -1.72
20090917,   0.18
20090918,   0.23
20090921,   0.68
20090922,  -1.22
20090923,   0.55
20090924,   1.03
20090925,   0.05
20090928,  -0.21
20090929,  -0.06
20090930,   0.65
20091001,   0.57
20091002,   0.18
20091005,  -0.30
20091006,   0.39
20091007,  -0.15
20091008,  -0.15
20091009,   0.05
20091012,  -0.22
20091013,   0.17
20091014,   0.22
20091015,   0.07
20091016,  -0.09
20091019,   0.37
20091020,   0.09
20091021,   0.40
20091022,  -0.46
20091023,   0.20
20091026,   0.19
20091027,  -1.50
20091028,  -1.93
20091029,   1.22
20091030,  -0.21
20091102,   0.48
20091103,   0.76
20091104,   0.11
20091105,   0.59
20091106,  -0.11
20091109,   0.58
20091110,   0.33
20091111,   0.07
20091112,  -0.34
20091113,   0.59
20091116,   0.33
20091117,  -0.16
20091118,  -0.39
20091119,  -0.84
20091120,  -0.67
20091123,  -0.10
20091124,  -0.47
20091125,   0.43
20091127,  -0.51
20091130,  -0.19
20091201,   0.55
20091202,   0.27
20091203,  -0.25
20091204,  -0.15
20091207,  -0.24
20091208,   0.01
20091209,   0.34
20091210,   0.27
20091211,  -0.54
20091214,   0.97
20091215,   0.12
20091216,   0.71
20091217,  -0.29
20091218,  -0.09
20091221,   0.42
20091222,   0.32
20091223,   0.75
20091224,   0.25
20091228,  -0.18
20091229,  -0.37
20091230,  -0.08
20091231,   0.03
20100104,   0.59
20100105,   0.64
20100106,  -0.04
20100107,  -0.85
20100108,   0.20
20100111,  -0.47
20100112,  -1.21
20100113,   0.39
20100114,  -0.12
20100115,  -0.52
20100119,   0.10
20100120,  -0.54
20100121,  -1.01
20100122,  -1.58
20100125,   0.55
20100126,   0.01
20100127,  -0.16
20100128,  -0.65
20100129,  -1.24
20100201,   1.38
20100202,   0.47
20100203,   0.23
20100204,  -1.56
20100205,   0.05
20100208,   0.01
20100209,   0.88
20100210,   0.23
20100211,   0.91
20100212,   0.52
20100216,   0.90
20100217,   0.01
20100218,   0.10
20100219,  -0.22
20100222,   0.15
20100223,  -1.04
20100224,   0.53
20100225,   0.49
20100226,   0.42
20100301,   1.18
20100302,   0.12
20100303,   0.07
20100304,   0.37
20100305,   0.88
20100308,   0.11
20100309,   0.38
20100310,   0.40
20100311,  -0.08
20100312,   0.28
20100315,  -0.67
20100316,   0.32
20100317,   0.10
20100318,  -0.52
20100319,  -1.52
20100322,   0.88
20100323,   0.84
20100324,   0.42
20100325,  -0.15
20100326,   0.35
20100329,   0.16
20100330,  -0.11
20100331,  -0.14
20100401,   0.64
20100405,   1.01
20100406,   0.23
20100407,  -0.43
20100408,   0.26
20100409,   0.08
20100412,  -0.14
20100413,   0.14
20100414,   0.92
20100415,   0.21
20100416,  -0.80
20100419,  -0.62
20100420,   0.40
20100421,   0.60
20100422,   0.99
20100423,   0.24
20100426,   0.33
20100427,  -1.28
20100428,   0.03
20100429,   0.91
20100430,  -1.12
20100503,   0.77
20100504,  -0.96
20100505,  -0.54
20100506,  -0.86
20100507,  -1.14
20100510,   2.60
20100511,   0.28
20100512,   1.29
20100513,  -0.51
20100514,  -1.29
20100517,  -0.61
20100518,  -0.88
20100519,  -0.64
20100520,  -1.26
20100521,   1.51
20100524,   0.35
20100525,   0.45
20100526,   0.54
20100527,   1.97
20100528,  -0.32
20100601,  -0.34
20100602,   0.61
20100603,   0.02
20100604,  -1.31
20100607,  -1.27
20100608,  -0.36
20100609,   0.37
20100610,   0.95
20100611,   0.59
20100614,   0.55
20100615,   0.45
20100616,   0.15
20100617,   0.02
20100618,  -0.09
20100621,  -0.23
20100622,  -0.62
20100623,   0.02
20100624,  -0.56
20100625,   0.64
20100628,  -0.26
20100629,  -1.96
20100630,  -0.35
20100701,  -0.14
20100702,  -0.72
20100706,  -0.42
20100707,   1.61
20100708,   0.19
20100709,   0.57
20100712,  -0.61
20100713,   0.50
20100714,   0.00
20100715,  -0.52
20100716,  -1.09
20100719,  -0.37
20100720,   0.57
20100721,   0.28
20100722,   0.57
20100723,   0.56
20100726,   0.12
20100727,  -0.62
20100728,  -0.07
20100729,   0.24
20100730,   0.17
20100802,  -0.25
20100803,  -0.14
20100804,   0.18
20100805,   0.01
20100806,  -0.06
20100809,   0.11
20100810,   0.19
20100811,  -0.37
20100812,  -0.09
20100813,  -0.07
20100816,   0.18
20100817,   0.34
20100818,   0.21
20100819,   0.05
20100820,   0.14
20100823,  -0.46
20100824,  -0.35
20100825,   0.04
20100826,   0.37
20100827,   0.48
20100830,  -0.07
20100831,   0.46
20100901,   0.55
20100902,   0.29
20100903,   0.14
20100907,   0.20
20100908,   0.05
20100909,  -0.67
20100910,   0.07
20100913,  -0.20
20100914,   0.15
20100915,  -0.05
20100916,   0.21
20100917,   0.37
20100920,  -0.10
20100921,   0.10
20100922,   0.46
20100923,   0.07
20100924,  -0.02
20100927,   0.10
20100928,  -0.03
20100929,   0.02
20100930,  -0.55
20101001,  -0.29
20101004,   0.39
20101005,   0.23
20101006,  -0.62
20101007,   0.23
20101008,  -0.02
20101011,  -0.14
20101012,  -0.27
20101013,   0.10
20101014,   0.84
20101015,   0.23
20101018,  -0.83
20101019,  -0.07
20101020,  -0.04
20101021,   0.46
20101022,   0.22
20101025,   0.34
20101026,  -0.07
20101027,   0.05
20101028,   0.07
20101029,   0.15
20101101,   0.19
20101102,   0.07
20101103,   0.11
20101104,  -0.31
20101105,  -0.59
20101108,   0.15
20101109,  -0.27
20101110,  -0.07
20101111,   0.30
20101112,  -0.23
20101115,   0.10
20101116,  -0.21
20101117,   0.54
20101118,   0.59
20101119,   0.54
20101122,   1.10
20101123,   0.00
20101124,   0.69
20101126,   0.39
20101129,  -0.29
20101130,   0.07
20101201,   0.22
20101202,  -0.38
20101203,   0.08
20101206,   0.24
20101207,  -0.01
20101208,  -0.69
20101209,  -0.01
20101210,  -0.13
20101213,  -0.27
20101214,  -0.47
20101215,  -0.02
20101216,   0.09
20101217,  -0.05
20101220,   0.06
20101221,   0.15
20101222,  -0.95
20101223,  -0.12
20101227,  -0.24
20101228,  -0.23
20101229,   0.23
20101230,  -0.01
20101231,  -0.15
20110103,  -0.01
20110104,  -0.57
20110105,   0.12
20110106,  -0.51
20110107,   0.35
20110110,   0.68
20110111,  -0.21
20110112,  -0.30
20110113,   0.31
20110114,  -0.19
20110118,  -0.32
20110119,  -0.14
20110120,  -1.25
20110121,  -0.14
20110124,   0.19
20110125,  -0.15
20110126,   1.25
20110127,   0.03
20110128,  -0.17
20110131,   0.60
20110201,   0.51
20110202,   0.00
20110203,   0.08
20110204,   0.04
20110207,   0.24
20110208,   0.14
20110209,  -0.05
20110210,   0.79
20110211,   0.45
20110214,   0.54
20110215,  -0.29
20110216,   0.10
20110217,   0.13
20110218,  -0.50
20110222,  -0.80
20110223,  -0.23
20110224,   0.38
20110225,   0.67
20110228,  -0.21
20110301,  -0.23
20110302,   0.54
20110303,   0.80
20110304,   0.32
20110307,  -0.34
20110308,  -0.43
20110309,  -0.88
20110310,  -0.77
20110311,   0.32
20110314,   0.29
20110315,   0.24
20110316,  -0.02
20110317,   0.58
20110318,  -0.47
20110321,   1.27
20110322,  -0.17
20110323,   0.47
20110324,   0.27
20110325,   0.63
20110328,  -0.16
20110329,   0.53
20110330,   0.24
20110331,   0.23
20110401,   0.02
20110404,   0.14
20110405,  -0.06
20110406,  -1.20
20110407,  -0.09
20110408,   0.09
20110411,  -0.53
20110412,  -0.71
20110413,   0.92
20110414,   0.28
20110415,   0.19
20110418,  -0.37
20110419,   0.35
20110420,   0.70
20110421,   0.79
20110425,  -0.19
20110426,  -0.38
20110427,  -0.11
20110428,  -0.27
20110429,   0.65
20110502,  -0.66
20110503,  -1.31
20110504,  -0.85
20110505,  -0.29
20110506,   0.55
20110509,   1.19
20110510,   0.06
20110511,  -1.10
20110512,  -0.23
20110513,  -0.08
20110516,  -0.71
20110517,  -0.41
20110518,   1.16
20110519,   0.29
20110520,   0.30
20110523,  -0.58
20110524,   0.34
20110525,   1.19
20110526,   0.51
20110527,   0.12
20110531,   0.26
20110601,  -0.26
20110602,   0.07
20110603,  -0.15
20110606,  -0.68
20110607,   0.52
20110608,  -0.26
20110609,   0.46
20110610,  -0.60
20110613,  -0.59
20110614,   0.92
20110615,  -0.45
20110616,  -0.82
20110617,  -0.24
20110620,   0.50
20110621,   1.19
20110622,   0.22
20110623,   0.45
20110624,  -0.30
20110627,   0.22
20110628,   1.21
20110629,  -0.01
20110630,   0.39
20110701,   0.34
20110705,   1.24
20110706,   0.35
20110707,  -0.25
20110708,   0.39
20110711,  -0.16
20110712,  -0.59
20110713,   0.34
20110714,  -0.20
20110715,   0.52
20110718,   0.33
20110719,   0.46
20110720,  -0.58
20110721,  -0.55
20110722,   0.26
20110725,  -0.16
20110726,  -0.54
20110727,  -0.62
20110728,   0.11
20110729,   0.13
20110801,   0.01
20110802,  -0.84
20110803,  -0.06
20110804,  -1.37
20110805,  -0.50
20110808,  -1.12
20110809,   1.56
20110810,   1.46
20110811,   0.58
20110812,   1.17
20110815,  -0.24
20110816,  -0.68
20110817,  -0.60
20110818,  -2.01
20110819,  -0.58
20110822,  -0.03
20110823,   2.11
20110824,  -0.32
20110825,  -0.43
20110826,   1.34
20110829,   0.06
20110830,   0.73
20110831,  -0.34
20110901,   0.60
20110902,   0.36
20110906,   1.10
20110907,  -1.40
20110908,   0.75
20110909,   0.16
20110912,  -0.15
20110913,   0.08
20110914,   0.06
20110915,  -0.60
20110916,   0.56
20110919,   1.85
20110920,   0.30
20110921,   1.07
20110922,   0.27
20110923,  -0.87
20110926,  -1.06
20110927,   0.05
20110928,   0.37
20110929,  -1.82
20110930,   0.66
20111003,   1.15
20111004,  -1.59
20111005,  -0.43
20111006,  -1.07
20111007,   1.78
20111010,  -0.51
20111011,  -0.31
20111012,  -1.30
20111013,   0.89
20111014,   0.20
20111017,   0.90
20111018,  -2.07
20111019,   0.47
20111020,  -0.48
20111021,  -0.47
20111024,  -1.37
20111025,   0.99
20111026,  -0.66
20111027,  -2.68
20111028,  -0.38
20111031,   2.22
20111101,   1.82
20111102,  -0.96
20111103,  -0.42
20111104,  -0.13
20111107,  -0.06
20111108,  -0.45
20111109,   1.86
20111110,  -0.09
20111111,  -0.37
20111114,   0.83
20111115,   0.37
20111116,   0.35
20111117,   1.19
20111118,  -0.08
20111121,   0.90
20111122,   0.94
20111123,   0.71
20111125,  -0.04
20111128,  -0.38
20111129,   0.57
20111130,  -2.02
20111201,   0.27
20111202,  -0.58
20111205,  -0.92
20111206,   0.05
20111207,  -0.46
20111208,   1.77
20111209,  -0.65
20111212,   1.03
20111213,   1.14
20111214,   0.17
20111215,   0.28
20111216,   0.33
20111219,   1.79
20111220,  -1.18
20111221,  -0.12
20111222,  -1.83
20111223,   0.37
20111227,   1.00
20111228,   0.85
20111229,  -0.65
20111230,  -0.65
20120103,  -2.58
20120104,   0.13
20120105,  -0.61
20120106,  -0.07
20120109,  -0.36
20120110,  -1.10
20120111,  -1.30
20120112,  -0.55
20120113,   1.06
20120117,   0.78
20120118,  -1.72
20120119,  -1.14
20120120,  -0.61
20120123,  -0.44
20120124,  -0.27
20120125,  -0.04
20120126,   0.23
20120127,  -0.58
20120130,   0.72
20120131,   0.26
20120201,  -0.82
20120202,  -0.50
20120203,  -1.49
20120206,  -0.28
20120207,   0.32
20120208,  -0.46
20120209,   0.26
20120210,   0.98
20120213,   0.20
20120214,   0.61
20120215,  -0.44
20120216,  -0.96
20120217,  -0.13
20120221,   0.12
20120222,   0.60
20120223,  -0.15
20120224,   0.18
20120227,   0.12
20120228,   0.23
20120229,   0.66
20120301,  -0.32
20120302,   0.37
20120305,   1.24
20120306,   1.09
20120307,  -0.45
20120308,  -0.10
20120309,  -0.36
20120312,   0.76
20120313,  -1.22
20120314,   0.39
20120315,  -1.15
20120316,  -0.84
20120319,   0.12
20120320,   0.08
20120321,   0.30
20120322,   1.23
20120323,  -0.52
20120326,   0.05
20120327,   0.45
20120328,   0.47
20120329,   0.11
20120330,  -0.14
20120402,  -0.02
20120403,   0.97
20120404,   0.86
20120405,   0.91
20120409,   0.71
20120410,   0.18
20120411,  -0.32
20120412,  -1.34
20120413,   1.38
20120416,  -0.03
20120417,  -0.43
20120418,   0.60
20120419,  -0.49
20120420,   1.08
20120423,   0.09
20120424,  -0.56
20120425,   0.44
20120426,   0.03
20120427,   0.33
20120430,  -0.24
20120501,  -0.56
20120502,   1.15
20120503,   0.94
20120504,   0.25
20120507,  -0.01
20120508,   0.16
20120509,   0.11
20120510,   0.79
20120511,   0.56
20120514,   0.25
20120515,   1.16
20120516,   0.89
20120517,  -0.11
20120518,   0.61
20120521,  -0.61
20120522,   0.42
20120523,  -0.41
20120524,   0.76
20120525,  -0.54
20120529,  -0.77
20120530,   1.19
20120531,   0.17
20120601,   0.01
20120604,   0.43
20120605,  -0.97
20120606,  -0.99
20120607,   0.42
20120608,   0.37
20120611,   0.98
20120612,  -0.36
20120613,   0.31
20120614,   0.03
20120615,  -0.73
20120618,   0.80
20120619,  -1.11
20120620,  -0.40
20120621,   1.30
20120622,  -0.18
20120625,   1.15
20120626,   0.35
20120627,  -0.92
20120628,  -0.53
20120629,  -1.15
20120702,   0.82
20120703,  -1.27
20120705,   0.66
20120706,   1.07
20120709,   1.04
20120710,   0.95
20120711,  -0.49
20120712,   0.88
20120713,  -0.28
20120716,   0.31
20120717,  -0.16
20120718,  -0.35
20120719,  -0.37
20120720,   0.28
20120723,   0.51
20120724,   0.90
20120725,  -0.20
20120726,  -0.64
20120727,  -0.92
20120730,   0.05
20120731,  -0.14
20120801,   0.00
20120802,   1.21
20120803,  -0.75
20120806,  -0.89
20120807,  -1.40
20120808,  -0.14
20120809,  -0.77
20120810,  -0.23
20120813,   0.49
20120814,   0.73
20120815,  -0.19
20120816,  -0.59
20120817,   0.08
20120820,  -0.13
20120821,  -0.58
20120822,   0.38
20120823,   0.49
20120824,   0.23
20120827,   0.57
20120828,   0.07
20120829,   0.06
20120830,   0.42
20120831,  -0.42
20120904,   0.74
20120905,  -0.41
20120906,  -0.63
20120907,  -1.38
20120910,  -0.15
20120911,  -0.63
20120912,  -0.05
20120913,  -0.29
20120914,  -1.17
20120917,   0.81
20120918,   0.16
20120919,   0.42
20120920,   0.20
20120921,   0.28
20120924,   0.15
20120925,   0.63
20120926,  -0.37
20120927,   0.37
20120928,  -0.07
20121001,  -0.10
20121002,   0.09
20121003,   1.20
20121004,  -0.28
20121005,   0.17
20121008,  -0.45
20121009,  -0.40
20121010,   0.48
20121011,  -0.84
20121012,   0.12
20121015,   0.20
20121016,  -0.27
20121017,   0.16
20121018,  -0.27
20121019,   0.28
20121022,   0.12
20121023,  -0.26
20121024,   0.96
20121025,  -0.61
20121026,  -0.01
20121031,  -0.21
20121101,  -0.81
20121102,   0.04
20121105,  -0.08
20121106,  -0.49
20121107,   0.57
20121108,   0.09
20121109,   0.28
20121112,   0.01
20121113,   0.54
20121114,  -0.52
20121115,  -0.52
20121116,   0.84
20121119,   0.23
20121120,   0.82
20121121,  -0.22
20121123,  -0.23
20121126,   0.03
20121127,  -0.26
20121128,  -0.28
20121129,   0.04
20121130,   0.07
20121203,   0.09
20121204,  -0.52
20121205,  -0.90
20121206,  -0.04
20121207,  -0.30
20121210,  -0.31
20121211,  -0.31
20121212,  -0.19
20121213,  -0.15
20121214,  -0.45
20121217,   0.75
20121218,  -0.41
20121219,  -0.08
20121220,   0.19
20121221,  -0.20
20121224,   0.41
20121226,  -0.42
20121227,   0.29
20121228,   0.35
20121231,   0.23
20130102,   0.19
20130103,  -0.43
20130104,  -0.37
20130107,   0.19
20130108,   0.84
20130109,   0.08
20130110,  -0.21
20130111,  -0.18
20130114,  -0.26
20130115,  -0.30
20130116,   0.20
20130117,  -0.19
20130118,   0.07
20130122,  -0.22
20130123,   0.24
20130124,  -0.85
20130125,  -0.17
20130128,  -0.34
20130129,   0.05
20130130,   0.13
20130131,  -0.37
20130201,   0.31
20130204,   0.00
20130205,   0.13
20130206,  -0.32
20130207,  -0.11
20130208,  -0.20
20130211,  -0.03
20130212,   0.01
20130213,   0.16
20130214,  -0.06
20130215,   0.41
20130219,  -0.05
20130220,  -0.02
20130221,  -0.05
20130222,   0.24
20130225,  -0.14
20130226,   0.41
20130227,   0.51
20130228,   0.29
20130301,   0.97
20130304,   1.21
20130305,   0.10
20130306,  -0.31
20130307,  -0.42
20130308,  -0.02
20130311,  -0.26
20130312,  -0.21
20130313,   0.08
20130314,  -0.44
20130315,  -0.59
20130318,  -0.01
20130319,   0.29
20130320,   0.42
20130321,   0.09
20130322,   0.17
20130325,  -0.03
20130326,   0.42
20130327,   0.16
20130328,   0.49
20130401,   0.35
20130402,   0.31
20130403,  -0.65
20130404,   0.15
20130405,   0.15
20130408,   0.26
20130409,  -0.38
20130410,  -0.01
20130411,   0.48
20130412,   0.23
20130415,  -0.28
20130416,   0.78
20130417,   0.31
20130418,  -0.23
20130419,   1.25
20130422,  -0.04
20130423,   0.10
20130424,  -0.87
20130425,  -0.25
20130426,  -0.06
20130429,  -0.60
20130430,  -0.81
20130501,  -0.02
20130502,   0.40
20130503,  -0.36
20130506,  -0.08
20130507,   0.16
20130508,  -0.57
20130509,   0.04
20130510,   0.16
20130513,   0.38
20130514,   0.45
20130515,   0.48
